id,title,date_release,rating,wish_list_count,review_count,list_count,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10
15042819,Fast & Furious 8,2017-04-12,530,940,149,1878,177,323,487,791,1372,1672,1217,482,139,197
474825,S.O.S. Fantômes,2016-07-15,489,1486,238,1744,369,497,746,983,1290,1494,966,358,100,56
442196,Incognito,2009-04-29,502,247,58,437,253,363,616,1053,1461,1685,1073,284,50,23
421749,Il était une fois la révolution,1971-10-20,785,3096,85,3519,9,7,17,63,161,582,1721,2462,1280,561
411789,The Duchess,2008-09-03,630,1544,61,1089,31,38,106,364,923,2073,2147,900,206,77
433650,Sympathy for Mr. Vengeance,2002-03-29,729,4297,98,3055,15,28,49,121,316,939,2419,2125,660,195
471555,Tamara Drewe,2010-07-14,624,1264,137,882,48,93,207,429,926,1953,2169,862,151,30
397837,"L'Apollonide, souvenirs de la maison close",2011-09-21,678,3081,155,1483,41,67,142,312,625,1380,2027,1649,486,150
445215,Astérix et les Indiens,1995-04-05,583,297,27,531,48,108,247,606,1452,2117,1631,518,110,56
15560007,The Circle,2017-04-28,500,2643,184,1139,135,278,647,1167,1760,1667,866,269,63,41
449950,Le Pont de la rivière Kwaï,1957-10-02,752,3174,49,2990,3,10,23,57,264,806,2420,2393,682,238
412512,Hana-bi,1997-11-05,785,5755,94,3871,19,22,34,77,203,574,1519,2404,1437,611
413151,Ong-bak,2003-10-23,569,437,50,780,79,179,398,702,1359,1980,1476,551,111,66
10645533,Souvenirs de Marnie,2014-07-19,694,3409,152,2084,8,15,59,166,517,1335,2345,1614,614,231
464379,Saw V,2008-10-23,447,356,46,809,425,584,904,1212,1431,1121,782,306,84,59
12556559,Citizenfour,2014-10-10,754,5097,90,1418,7,7,23,58,198,696,2114,2609,940,265
417624,"Albator, corsaire de l'espace",2013-09-07,581,1103,264,1081,85,166,359,698,1209,1860,1579,661,219,82
32119914,Douleur et gloire,2019-05-17,722,4519,120,2576,15,13,48,106,386,1039,2310,2167,682,159
16009662,Alliés,2016-11-23,607,2524,142,1411,32,86,223,518,1102,2079,1968,738,142,44
36462569,À couteaux tirés,2019-11-27,721,4103,149,2456,3,10,38,97,260,881,2758,2259,514,118
17689003,Demain tout commence,2016-12-07,637,1239,112,939,44,74,144,334,741,1599,2062,1277,433,234
439798,La Course au jouet,1996-12-11,481,410,54,1067,287,474,808,1152,1542,1508,798,268,61,45
12808929,Brice 3,2016-10-19,401,987,101,1057,792,909,1175,1167,1156,988,556,148,35,45
427617,Cashback,2007-01-17,690,2631,100,1079,32,72,108,228,566,1326,2290,1569,589,195
392306,Blade : Trinity,2004-12-08,422,530,51,882,388,712,1201,1470,1431,1014,515,166,36,49
439323,1492 : Christophe Colomb,1992-10-12,605,1515,41,1819,41,87,223,511,1283,2208,1830,615,144,64
380925,Je te promets,2012-02-06,555,958,69,965,89,209,352,727,1363,1857,1374,683,231,123
388080,Rambo III,1988-05-25,484,517,60,1116,208,406,834,1242,1692,1466,773,241,86,62
470363,Mississippi Burning,1988-12-09,757,3293,55,2064,10,9,24,54,166,614,2298,2802,855,181
449979,Le Cœur des hommes,2003-04-02,570,610,42,694,152,220,360,597,1213,1937,1688,662,139,47
8894310,Le Crocodile du Botswanga,2014-02-19,476,386,111,670,272,499,856,1177,1614,1561,792,189,46,20
443894,"Shooter, tireur d'élite",2007-03-23,568,568,57,817,75,174,353,641,1349,2060,1586,571,131,89
469767,L'Enquête corse,2004-10-06,466,317,32,496,306,512,822,1209,1538,1503,790,269,62,24
9102282,Bande de filles,2014-10-22,619,2373,139,1397,65,99,212,472,980,1797,2033,1061,255,63
419143,Elektra,2005-01-13,292,434,68,859,1632,1659,1387,995,660,413,193,75,16,23
405450,Marley et moi,2008-12-25,519,446,56,770,183,341,584,983,1571,1634,1102,469,121,68
400958,The Crow,1994-05-11,669,1818,72,1715,29,72,155,344,770,1541,2216,1261,437,242
11177870,Respire,2014-11-12,658,2202,151,1235,66,74,162,279,625,1379,2270,1543,522,164
21588053,Atomic Blonde,2017-08-11,585,2584,199,1970,46,122,282,686,1267,2141,1752,596,150,55
400382,Resident Evil : Afterlife,2010-09-02,370,403,199,1226,945,1146,1315,1212,1009,761,406,195,50,61
409554,Frida,2002-08-29,700,2779,39,1461,11,13,42,143,438,1225,2549,1915,576,195
10715271,La Momie,2017-06-14,438,994,227,1529,287,612,1058,1583,1577,1222,547,156,25,43
466517,Serpico,1973-12-05,764,3601,79,2954,10,8,13,52,173,663,2288,2865,840,208
475462,Braquage à l'anglaise,2008-08-06,594,735,38,704,57,91,208,538,1324,2457,1823,485,83,65
487291,Big,1988-06-03,651,1485,39,1242,32,31,89,289,804,2046,2484,1037,237,87
431892,Le Salaire de la peur,1953-04-22,800,4777,72,3763,12,6,20,41,134,443,1578,2897,1490,516
412855,La Légende de Beowulf,2007-11-16,532,928,70,1226,231,399,669,1023,1406,1549,1173,491,140,59
409533,Superman,1978-12-10,641,888,67,3461,31,61,171,381,986,2130,2134,875,244,146
398672,L'Évadé d'Alcatraz,1979-06-22,727,2129,47,2216,2,1,16,42,256,1064,3192,2052,421,123
9118502,Hacker,2015-01-16,563,2722,198,1684,117,288,557,1006,1543,1625,1197,615,152,72
494382,The Devil's Rejects,2005-07-22,703,3182,104,2115,60,86,155,261,528,1064,2066,1873,789,295
373062,La Fureur de vivre,1955-10-26,734,3515,63,2135,8,17,51,122,383,1016,2360,2204,717,300
466829,Le Goût des autres,2000-03-01,690,2257,39,1237,18,50,106,188,482,1412,2585,1723,491,134
452519,World Invasion : Battle Los Angeles,2011-03-10,435,558,285,863,542,754,1030,1395,1381,1160,607,239,59,32
8469802,La Grande Bellezza,2013-05-21,751,4823,142,2327,33,54,93,149,323,636,1468,2294,1443,712
451376,Délire Express,2008-08-06,620,1374,52,1328,60,88,191,420,984,2078,2116,962,229,87
28177498,Le Jeu,2018-10-17,603,1052,127,1442,59,101,246,486,1105,2196,2103,726,138,56
460402,La Défense Lincoln,2011-05-25,679,2020,135,1353,10,16,55,144,498,1729,3238,1331,172,36
433634,Le Château de Cagliostro,1979-12-15,722,3786,63,2170,9,7,21,69,263,1175,2856,2029,602,200
366517,Jules et Jim,1962-01-24,719,3644,56,2184,19,50,91,200,381,982,1961,2158,998,395
11427738,Les Nouvelles Aventures d'Aladin,2015-10-14,259,428,202,1002,2633,1489,1030,700,563,391,208,94,39,89
452576,Riddick,2013-09-18,541,1026,222,844,149,261,498,972,1538,1940,1252,473,105,52
12994825,Chocolat,2016-02-03,628,2480,130,1374,42,59,121,357,961,2059,2385,958,225,73
389903,Les Moissons du ciel,1978-09-13,762,5886,123,3280,13,28,52,125,352,781,1877,2207,1257,556
377838,Le Joueur d'échecs,1997-11-25,749,1031,18,1127,11,14,33,88,295,869,2339,2386,879,340
490088,Space Cowboys,2000-08-04,594,787,45,1173,55,130,235,572,1485,2301,1772,577,88,53
24542882,Santa & Cie,2017-12-06,611,1469,138,2056,24,71,175,453,1091,2456,2282,586,89,49
444353,Paranoid Park,2007-10-24,668,2579,63,1288,44,79,168,308,645,1564,2349,1517,447,159
8369611,Death Note,2017-08-25,355,901,279,1037,1244,1291,1360,1261,1009,624,322,97,26,48
387575,Out of Africa (Souvenirs d'Afrique),1985-12-10,699,3000,63,2222,13,32,72,209,590,1257,2324,1806,693,299
380856,La Légende de Ron Burgundy - Présentateur Vedette,2004-07-09,661,1544,69,1794,51,78,174,352,731,1577,2440,1396,384,121
369647,Animatrix,2003-06-03,687,1569,43,875,32,39,89,238,615,1455,2548,1616,510,166
456905,Thirteen,2003-12-10,579,1394,41,895,102,194,362,761,1411,2034,1596,633,150,72
22350553,90's,2019-04-24,739,6888,85,2444,7,9,29,67,226,820,2366,2636,934,225
410360,Mother,2009-05-16,776,6990,92,3436,13,9,29,54,168,537,1937,3072,1260,264
376932,Crazy Kung-Fu,2004-08-14,674,902,65,1363,51,80,137,265,704,1479,2521,1517,425,169
475097,Le Jour le plus long,1962-09-25,731,2686,44,3565,8,15,38,89,319,1072,2645,2136,745,283
13356823,Le Labyrinthe : Le Remède mortel,2018-02-07,520,1628,113,1341,116,217,614,1007,1547,1825,1221,478,169,162
365521,The Grandmaster,2013-01-08,634,2716,231,1984,37,89,216,495,978,1861,2074,1148,345,122
453787,Le Drôle de Noël de Scrooge,2009-11-06,618,1249,77,1464,53,102,201,460,1148,2090,2072,897,244,105
411777,Pusher,1996-08-30,736,4588,99,2996,13,12,42,117,295,954,2626,2376,767,191
468224,Predator 2,1990-11-21,562,576,78,1143,124,251,500,833,1540,2040,1481,465,90,73
449078,Cannibal Holocaust,1980-02-07,534,2257,136,2201,464,416,605,836,1346,1419,1265,688,225,139
16484565,Ralph 2.0,2019-02-13,607,2306,135,2029,46,76,197,508,1205,2105,2044,910,207,106
465389,Ernest et Célestine,2012-12-12,781,3533,129,2519,9,4,16,39,139,528,1861,2961,1397,452
17256230,Victoria,2016-09-14,612,1838,127,1677,39,100,228,489,1148,2216,2289,761,110,27
426742,Dans l'ombre de Mary - La Promesse de Walt Disney,2013-12-20,680,2566,171,1958,14,40,77,232,624,1591,2565,1573,520,175
1324705,Les Vacances de Mr. Bean,2007-03-30,498,367,36,556,231,396,691,1085,1688,1774,1013,393,78,66
420977,Astérix chez les Bretons,1986-12-03,680,430,33,853,16,24,60,161,627,1913,2816,1350,304,149
8829241,Fiston,2014-03-12,407,288,96,628,614,773,1075,1452,1548,1176,561,145,37,39
367686,L'Élève Ducobu,2011-06-22,330,234,96,565,1155,1359,1445,1331,1023,654,288,82,36,51
387127,Le 13ème Guerrier,1999-06-25,627,1306,64,1509,57,127,210,572,1139,1969,2028,927,285,124
11124377,Vampires en toute intimité,2014-06-19,722,2321,102,1654,25,36,54,133,346,1036,2554,2349,727,188
371383,Hero,2002-09-24,679,1636,90,2173,38,57,113,286,676,1538,2341,1586,605,213
378546,Mammuth,2010-04-21,627,1775,140,1114,142,171,284,446,855,1664,2265,1222,299,105
401295,La Maison de cire,2005-05-05,469,582,73,712,321,632,997,1355,1557,1452,787,237,64,57
804225,Hunger,2008-10-02,747,6835,139,2308,21,30,59,155,302,794,2108,2618,1105,268
13062778,Downsizing,2018-01-10,508,2209,228,1484,145,322,726,1340,1993,1853,800,217,45,19
469322,Robots,2005-04-06,572,407,23,754,63,135,281,683,1662,2230,1657,579,123,49
12713445,"Connasse, princesse des cœurs",2015-04-29,511,795,108,688,308,365,631,882,1458,1870,1292,463,134,60
450565,À la poursuite d'Octobre rouge,1990-03-02,700,2153,61,2293,12,25,68,157,460,1487,2950,1722,425,158
479023,"Chat noir, chat blanc",1998-06-01,778,3237,62,1388,22,22,35,76,188,516,1721,2758,1579,547
8804040,Jodorowsky's Dune,2013-05-18,796,5976,116,2164,8,14,26,54,119,354,1518,3083,1744,547
450338,Mes meilleures amies,2011-05-13,573,691,176,1120,177,296,441,755,1298,1854,1632,763,173,83
1316196,La Mauvaise Éducation,2004-05-12,714,3181,31,1611,17,26,70,186,399,1055,2437,2265,801,217
465238,Boulevard du crépuscule,1950-08-10,825,4796,101,4266,12,10,12,38,105,353,1333,2633,1978,1005
12136189,Still Alice,2014-12-05,689,3801,113,1558,15,21,59,182,484,1459,2800,1810,509,140
431437,Petits Meurtres entre amis,1995-01-06,698,2517,50,1603,20,24,79,155,433,1438,3129,1709,388,116
394199,"Sex and the City, le film",2008-05-28,414,396,78,606,736,878,972,1275,1328,1255,655,281,60,69
17018142,Good Time,2017-09-13,708,6597,122,2563,16,34,82,180,455,1283,2557,2123,649,144
477532,Sur la route,2012-05-23,556,2493,138,1076,111,214,430,861,1521,2055,1509,607,164,73
12549150,Le Nouveau Stagiaire,2015-09-25,591,803,109,908,43,121,278,595,1252,2385,1983,674,151,66
480869,Crocodile Dundee,1986-04-24,574,535,48,761,71,157,353,709,1652,2395,1594,484,100,51
490354,Les Diaboliques,1955-01-29,811,4819,98,4147,11,7,10,43,100,369,1468,3163,1768,629
12727085,La 5ème Vague,2016-01-14,442,1214,209,1157,304,620,1092,1462,1737,1238,718,248,92,75
395102,Joue-la comme Beckham,2002-11-20,527,457,29,759,161,326,521,996,1838,2053,1211,369,79,42
497657,Le Huitième Jour,1996-05-16,667,1642,30,1062,51,54,118,240,683,1736,2555,1536,443,191
419414,10 bonnes raisons de te larguer,1999-03-31,586,998,61,1254,98,171,300,693,1359,2108,1646,826,251,162
462600,Tchao Pantin,1983-12-21,726,2185,52,1387,13,13,46,132,351,1138,2691,2269,727,235
8458086,La Nuit au musée : Le Secret des pharaons,2014-12-25,502,634,98,875,118,284,623,1192,2035,1934,1035,282,81,44
474000,Lady Vengeance,2005-07-29,714,4846,89,3347,19,28,68,172,465,1245,2562,2114,721,247
366089,Sur mes lèvres,2001-10-17,723,3881,67,1482,19,24,43,147,389,1123,2712,2421,637,152
414618,Un chien andalou,1929-06-06,733,2957,49,2271,44,56,86,174,447,1005,2382,2200,845,431
428940,Evil Dead 3 : L'Armée des ténèbres,1992-11-21,696,1490,87,2823,36,58,145,261,593,1342,2642,1760,580,256
487738,Le Château de ma mère,1990-10-26,662,592,26,987,28,48,124,269,836,1942,2605,1269,387,180
11501058,Dheepan,2015-08-26,645,4523,174,1629,56,92,158,331,803,1770,2529,1498,381,76
404987,Faites le mur,2010-12-15,763,3494,166,962,26,13,40,71,239,742,2050,3000,1191,323
400477,Mortal Kombat,1995-07-13,410,543,77,1262,732,1059,1229,1358,1402,1040,597,179,39,69
25358303,John Wick : Parabellum,2019-05-22,654,2556,166,2466,52,72,184,384,803,1750,2632,1320,362,147
19599900,Le Grand Jeu,2018-01-03,652,4131,136,2047,19,38,107,255,750,2192,2951,1111,235,58
415473,"Microcosmos, le peuple de l'herbe",1996-11-20,671,1171,37,927,53,96,134,247,754,1624,2601,1538,496,185
23854223,A Ghost Story,2017-07-07,682,7312,217,3212,91,132,244,346,655,1115,1865,1964,962,364
10544155,Jason Bourne,2016-07-29,564,1736,220,1698,71,160,349,845,1741,2333,1539,547,107,57
428654,Rush Hour 2,2001-08-29,524,323,21,655,121,317,549,1076,1816,2027,1260,420,86,78
436771,Salo ou les 120 journées de Sodome,1975-11-22,664,5094,152,2992,286,236,294,383,858,1249,1717,1521,748,465
453845,Radiostars,2012-04-11,589,617,166,725,82,192,322,695,1338,2201,2037,737,128,29
391385,Paranoïak,2007-04-13,588,854,66,728,69,150,304,675,1320,2453,1925,671,142,54
1225900,Le Grand Soir,2012-06-06,621,1733,187,1332,94,154,280,508,1025,1949,2315,1056,290,94
15519326,Jackie,2017-02-01,603,5826,161,2371,53,113,280,670,1506,2241,1842,797,211,54
393682,Évolution,2001-06-08,577,743,48,889,94,216,384,798,1465,2322,1706,611,130,43
7936802,White House Down,2013-06-28,508,644,231,1259,215,446,687,1048,1684,1890,1204,446,95,57
437274,Le vent se lève,2006-06-23,733,5029,63,1996,14,30,58,139,336,921,2476,2474,990,335
460505,Le Roi Lion 3 : Hakuna Matata,2004-02-10,509,439,28,751,242,373,673,1089,1743,1668,1184,538,161,102
369969,Rushmore,1998-09-17,742,4239,52,2778,9,8,23,101,268,951,2627,2707,895,195
473996,Palais royal !,2005-11-23,472,353,43,580,334,562,942,1395,1742,1566,897,261,59,31
11222684,American Ultra,2015-08-21,578,1636,124,1190,55,141,319,729,1529,2353,1864,617,131,55
363207,Starsky et Hutch,2004-03-05,499,465,44,1034,183,392,746,1364,1979,1832,934,261,64,40
493897,Snake Eyes,1998-08-07,671,1928,69,2223,19,54,102,281,788,2066,2849,1286,279,73
397339,Underworld 3 : Le Soulèvement des Lycans,2009-01-22,478,445,58,758,338,524,897,1247,1588,1583,1009,402,122,93
458461,30 ans sinon rien,2004-04-23,480,424,38,833,222,434,866,1371,1872,1663,918,319,79,59
436977,Deux sœurs pour un roi,2008-04-02,574,1445,65,1400,54,145,327,800,1692,2387,1670,569,135,45
12839343,Ma Loute,2016-05-13,612,3559,198,2449,212,286,424,602,944,1534,1993,1270,429,133
20259847,Don't Breathe - La Maison des ténèbres,2016-08-25,641,1503,182,1731,44,84,226,406,949,2050,2644,1137,230,58
8829242,Prémonitions,2015-04-24,563,1768,162,856,68,192,417,821,1550,2261,1663,623,158,78
487584,Street Fighter : L'Ultime Combat,1994-12-23,349,597,99,1194,1210,1611,1542,1282,970,657,321,121,32,87
10312260,Money Monster,2016-04-07,618,1836,158,1612,36,72,182,518,1150,2389,2449,864,138,41
405399,Traffic,2000-12-27,693,2381,56,2172,30,44,90,222,599,1474,2870,1908,502,104
431779,"Bob l'éponge, le film",2004-11-19,642,684,49,891,98,126,226,413,963,1833,2222,1302,434,226
389366,Hatchi,2010-06-09,672,3128,133,1871,52,81,133,282,648,1471,2264,1648,709,570
473569,Sans identité,2011-03-02,559,704,168,761,69,156,363,868,1802,2367,1593,522,85,38
463132,Le Concert,2009-11-04,647,1400,120,793,63,102,220,365,782,1698,2426,1533,507,169
413337,Micmacs à tire-larigot,2009-10-28,532,849,86,787,201,337,576,952,1564,2054,1445,547,156,37
8194553,Effets secondaires,2013-02-08,633,1845,201,1630,27,53,176,418,1087,2298,2649,976,148,37
476874,Splice,2009-10-06,540,1576,186,769,228,374,660,976,1601,1953,1440,515,89,34
415338,Saw IV,2007-10-25,449,365,52,914,461,638,1052,1401,1611,1353,869,327,91,72
13523176,War Dogs,2016-08-19,632,1414,92,1291,23,45,141,357,964,2523,2845,831,111,37
18936738,Sherlock : L'Effroyable Mariée,2016-01-01,739,1778,26,847,10,21,48,115,305,914,2355,2678,1070,369
13231842,Les Tuche 2 : Le Rêve américain,2016-02-03,426,487,84,927,583,811,1015,1407,1626,1404,680,226,68,68
369197,Tenacious D in The Pick of Destiny,2006-10-26,686,1327,69,1094,43,53,120,243,630,1487,2717,1761,614,224
16319070,Julieta,2016-04-08,700,4689,141,2293,12,20,69,196,541,1378,2748,2162,632,134
35815954,The Dead Don't Die,2019-05-14,544,4281,220,2475,128,261,534,1009,1705,2048,1500,557,124,36
24094543,A Beautiful Day,2017-04-06,633,6738,165,2239,75,90,244,490,1048,1888,2256,1313,399,109
16038775,A Cure for Life,2017-02-15,588,3922,188,1927,61,130,365,858,1399,2185,1858,780,203,80
19272978,Detroit,2017-10-11,723,5877,162,2611,15,15,59,156,374,959,2665,2688,850,145
418188,A Bittersweet Life,2005-04-01,739,4416,116,3676,17,21,44,106,326,996,2626,2644,880,267
437958,Blow-Up,1966-12-18,740,4801,88,2768,39,52,99,227,449,983,1921,2375,1212,574
425412,Max et les Maximonstres,2009-10-16,667,3654,137,1690,72,136,219,408,771,1532,2254,1673,629,245
8141796,Les Stagiaires,2013-06-07,508,615,139,777,208,371,691,1192,1898,2028,1129,300,82,41
366692,Les Anges gardiens,1995-10-11,446,339,43,895,639,860,1034,1233,1360,1230,916,425,146,100
456276,Jack et la Mécanique du cœur,2014-02-05,658,2615,141,1384,45,81,169,377,807,1629,2463,1505,618,252
404472,Chevalier,2001-05-11,619,1044,60,904,73,142,276,487,1107,2165,2165,1096,297,140
444490,Australia,2008-11-26,520,922,75,787,245,387,672,1059,1505,1818,1359,637,194,72
13330620,Demain,2015-12-02,750,3322,138,1186,37,33,47,104,262,722,1832,2664,1538,720
440877,Les Kaïra,2012-07-11,457,350,120,593,603,765,981,1252,1626,1574,859,217,43,54
421927,Princes et Princesses,2000-01-26,750,1978,31,1296,18,20,45,76,259,864,2315,2649,1166,564
396237,Deux jours à tuer,2008-04-30,698,1914,160,1237,46,64,114,240,502,1213,2680,2150,741,239
1057172,Percy Jackson : La Mer des monstres,2013-08-07,412,516,124,870,516,838,1234,1662,1588,1246,615,209,55,65
17722883,The Disaster Artist,2018-03-07,666,6142,113,2389,35,35,110,274,657,1821,3135,1576,311,79
402018,Insidious : Chapitre 2,2013-09-20,573,757,126,1414,89,205,419,802,1498,2138,1782,800,224,85
372811,Serial Noceurs,2005-07-15,556,434,38,967,135,248,507,969,1724,2263,1539,505,99,56
480078,Oscar,1967-10-11,668,813,40,1670,31,49,104,258,751,1987,2570,1576,506,215
11273139,Tarzan,2016-07-01,480,1370,165,1372,209,484,898,1436,1826,1781,933,334,80,71
398567,Haute Tension,2003-06-18,646,2408,115,2362,85,127,248,474,824,1760,2556,1464,399,129
10312540,Dracula Untold,2014-10-01,484,758,180,1040,240,476,906,1368,1797,1724,1058,366,81,57
381953,L'Attaque du métro 123,2009-06-10,531,524,86,823,102,256,577,1107,1861,2384,1320,355,85,42
469793,La Journée de la jupe,2009-03-25,637,1462,108,887,126,134,173,382,890,1799,2489,1463,472,164
11861317,Spy,2015-05-22,586,866,136,1151,95,193,372,699,1271,2289,2098,800,209,76
391522,Taram et le Chaudron magique,1985-11-27,637,1015,72,1772,48,98,233,477,1162,2120,2398,1152,296,134
447833,La Passion du Christ,2004-02-25,560,2039,124,1346,397,421,574,806,1305,1612,1513,868,392,234
367480,Oliver Twist,2005-10-19,598,1196,27,810,46,77,171,565,1491,2656,2205,716,143,62
11508184,Joy,2015-12-24,614,3428,146,1478,45,96,278,527,1211,2410,2366,930,180,89
485588,Aladdin et le Roi des voleurs,1996-08-13,579,365,19,640,122,180,399,740,1509,2078,1842,874,252,140
12136191,Ma vie avec John F. Donovan,2019-03-13,614,7983,127,2725,53,114,239,536,1217,1913,2167,1313,434,152
8458077,Pompéi,2014-02-21,408,994,242,1103,500,1018,1437,1638,1509,1097,612,238,60,35
35647089,Marriage Story,2019-12-06,740,3452,78,2503,5,13,37,86,273,967,2734,3001,879,156
397298,Le Professeur Foldingue,1996-09-04,432,280,22,525,555,871,1212,1405,1623,1428,712,246,48,52
472511,Trance,2013-03-27,630,2518,241,2022,56,113,259,571,1031,2051,2371,1206,384,121
9075334,Le Petit Prince,2015-07-29,686,2359,175,1688,34,57,125,249,614,1519,2517,1950,805,293
434877,Fantômas,1964-11-04,636,577,45,1549,39,64,149,346,1085,2574,2551,1021,220,117
449639,Boogie Nights,1997-10-10,763,4833,88,3402,15,17,45,102,282,800,2305,2952,1289,366
410960,Chambre 1408,2007-06-22,579,760,71,948,99,186,389,797,1500,2310,1836,801,191,67
419828,Margin Call,2011-10-21,686,2455,177,1769,14,37,110,260,646,1740,3112,1759,419,90
381915,La Grande Évasion,1963-07-03,773,2897,63,3281,11,13,14,58,165,694,2420,3285,1139,399
362904,Jennifer's Body,2009-09-18,412,678,156,731,594,1091,1506,1665,1483,1087,550,144,35,44
38181680,El Camino : un film Breaking Bad,2019-10-11,645,1790,114,1248,13,38,109,303,967,2412,3009,1089,202,64
420259,"Closer, entre adultes consentants",2004-11-22,596,1922,87,1279,100,180,362,744,1446,2225,1941,914,230,76
439537,Le Chat du rabbin,2011-06-01,704,2547,113,1247,38,28,86,168,441,1305,2841,2232,841,248
485879,La Proposition,2009-06-19,504,520,61,732,196,403,729,1210,1860,1975,1237,421,125,76
363491,Bonnie et Clyde,1967-08-13,756,4497,62,3350,17,12,27,90,232,896,2686,2971,995,317
461882,Reviens-moi,2007-08-28,671,3215,101,2079,40,74,147,336,781,1778,2580,1735,564,212
464983,Le Roi Arthur,2004-08-04,484,627,71,1123,261,521,906,1502,1863,1707,978,371,86,54
12586532,"LEGO Batman, le film",2017-02-08,636,1856,126,2493,47,80,172,383,1069,2220,2691,1242,269,85
396097,Abraham Lincoln : Chasseur de vampires,2012-06-20,421,836,261,974,636,958,1274,1482,1509,1317,730,224,67,62
366701,La Revanche d'une blonde,2001-06-26,487,471,29,927,351,582,834,1280,1723,1747,1132,438,110,70
393317,Detachment,2011-04-25,707,3911,167,1758,47,64,110,239,537,1189,2522,2336,945,284
1358718,Evil Dead,2013-04-04,558,1211,287,1862,221,352,561,986,1392,2031,1705,750,204,74
360952,Drôles d'oiseaux sur une ligne à haute tension,2000-00-00,746,595,27,1058,21,18,37,95,311,1049,2823,2573,953,402
383396,Mémoires de nos pères,2006-10-20,668,2460,63,2054,27,34,109,288,797,2078,3012,1492,338,112
484658,La Vérité si je mens ! 3,2012-02-01,421,332,102,607,629,826,1202,1470,1701,1427,717,211,58,52
11173671,Timbuktu,2014-12-10,676,4395,153,1557,22,50,109,253,697,1674,2733,1933,646,187
453111,Intolérable Cruauté,2003-11-19,562,1161,55,1293,93,194,455,996,1900,2521,1544,486,88,35
10953853,A Most Violent Year,2014-12-31,683,4065,176,1985,15,32,104,267,696,1787,2980,1939,416,77
442734,The Hit Girls,2012-09-28,603,665,104,1378,87,153,293,576,1219,2316,2207,1048,283,134
450451,Jean-Philippe,2006-04-05,503,384,67,648,287,457,770,1203,1850,2057,1247,337,74,41
461104,Infernal Affairs,2002-12-12,771,3833,95,2820,15,9,43,96,216,691,2187,3267,1427,376
398728,The Irishman,2019-11-27,723,12231,193,3938,21,26,75,150,497,1227,2684,2607,851,192
378930,Rashômon,1950-08-26,799,4990,101,4818,25,16,29,74,233,623,1802,2904,1870,756
384679,Le Secret des poignards volants,2004-05-19,664,1399,65,1525,35,72,152,351,785,1997,2690,1572,497,186
406884,Banlieue 13 : Ultimatum (B13-U),2009-02-18,375,287,39,475,1039,1188,1296,1421,1426,1073,601,195,53,53
11778543,Annabelle,2014-10-01,391,545,180,1048,575,1109,1612,1729,1485,1006,529,204,42,55
370316,Germinal,1993-09-29,638,1716,28,1252,38,86,172,395,1105,2447,2576,1163,259,111
363399,A Single Man,2009-12-17,720,5636,156,2582,16,40,83,255,519,1261,2434,2306,1019,423
476519,Dinosaure,2000-05-13,600,525,36,1229,49,112,257,626,1487,2476,2179,844,222,118
449966,Dogville,2003-05-21,740,7345,125,3176,92,108,207,239,416,812,1712,2502,1546,738
400220,Rien que pour vos cheveux,2008-08-27,557,684,91,805,331,462,608,872,1256,1837,1834,821,255,101
8458065,Saint Laurent,2014-09-24,621,3294,142,1908,94,146,286,615,1219,2076,2172,1302,390,97
491906,Safari,2009-04-01,326,236,57,631,1209,1735,1746,1603,1109,671,231,61,13,20
422630,47 Ronin,2013-12-25,495,1302,204,1046,242,453,872,1377,1812,1953,1180,372,78,60
482017,Le Mac,2010-02-17,448,232,64,438,511,751,1083,1388,1657,1627,981,315,54,35
379598,Vilaine,2008-11-12,504,411,71,444,274,438,755,1289,1829,1995,1244,450,92,51
437239,"The Patriot, le chemin de la liberté",2000-07-12,596,794,55,1396,131,207,386,683,1198,2041,2143,1108,345,176
411579,Sleepers,1996-10-18,709,2495,61,2343,23,30,77,178,458,1370,3137,2324,646,189
385375,Vidéodrome,1983-02-04,738,4490,103,3752,16,23,63,228,479,1155,2544,2518,1026,386
394878,The Master,2012-09-14,665,5464,229,2912,39,96,198,508,1005,1794,2385,1649,602,168
442769,Mission to Mars,2000-03-10,542,1057,78,1386,115,316,614,1180,1890,2133,1475,546,120,58
410609,Un air de famille,1996-11-06,728,2465,50,2154,26,25,62,147,348,1103,2750,2662,995,331
433508,Hard Candy,2006-09-27,667,2815,130,1538,64,104,186,407,816,1821,2672,1676,548,155
411115,"Spy Game, jeu d'espions",2001-11-21,635,1071,36,1053,37,58,160,379,1197,2485,2670,1095,284,97
449680,3 h 10 pour Yuma,2007-09-07,681,2250,102,1886,20,38,93,241,657,1878,3338,1765,365,97
31787912,Première Année,2018-09-12,650,2511,131,1847,20,28,76,257,805,2622,3441,984,158,101
22955240,Le Roi Lion,2019-07-17,586,2384,248,1897,153,190,348,646,1280,2094,1995,1121,394,276
425533,Wallace et Gromit : Un mauvais pantalon,1993-12-17,772,958,20,1373,23,16,38,74,267,746,2312,3327,1225,472
10561755,Les Sept Mercenaires,2016-09-22,593,2285,165,1853,69,113,326,663,1419,2556,2263,848,181,62
8464736,T2 Trainspotting,2017-03-01,630,7154,145,2474,56,109,255,547,1059,2196,2573,1207,368,135
371270,Green Zone,2010-04-14,620,1285,143,1017,27,83,188,525,1313,2658,2669,853,147,45
